7.674827240407466888e-03	0.000000000000000000e+00	1.817782875150442123e-03	5.170745775103569031e-03	7.930500432848930359e-04	0.000000000000000000e+00	5.195808131247758865e-03	2.708158863242715597e-04	9.463765309192240238e-06	1.793814735719934106e-04	5.959407892078161240e-03	6.019053980708122253e-03	1.187238842248916626e-02	6.626507965847849846e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.452141674235463142e-03	1.595904305577278137e-02	5.759667605161666870e-03	1.789902150630950928e-02	1.776304841041564941e-02	6.424742750823497772e-04	3.129883669316768646e-03	2.209444763138890266e-03	2.595828380435705185e-03	6.305264309048652649e-03	1.501521095633506775e-03	2.304464578628540039e-02	1.539083779789507389e-03	7.687621749937534332e-03	3.112576087005436420e-04	3.627586178481578827e-03	1.034609042108058929e-02	1.217469386756420135e-02	5.465660709887742996e-03	0.000000000000000000e+00	9.882650338113307953e-04	0.000000000000000000e+00	9.319807868450880051e-04	0.000000000000000000e+00	1.214859657920897007e-04	1.599655672907829285e-02	0.000000000000000000e+00	3.030966618098318577e-04	1.785722328349947929e-03	1.751164346933364868e-02	8.573004975914955139e-03	7.704870309680700302e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.757379062473773956e-02	1.281086727976799011e-02	3.306397411506623030e-04	1.353544089943170547e-02	3.760104300454258919e-03	0.000000000000000000e+00	0.000000000000000000e+00	9.189696982502937317e-03	0.000000000000000000e+00	7.309220265597105026e-03	0.000000000000000000e+00	1.187490299344062805e-03	0.000000000000000000e+00
1.025035418570041656e-02	0.000000000000000000e+00	7.426613941788673401e-03	1.290565170347690582e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.541998263448476791e-03	0.000000000000000000e+00	5.780573119409382343e-04	2.180574956582859159e-04	2.654075156897306442e-03	2.950591268017888069e-03	1.279902551323175430e-02	4.122426733374595642e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.511564970016479492e-03	6.504884921014308929e-03	5.882773548364639282e-03	4.237234592437744141e-03	1.487534865736961365e-02	4.766550846397876740e-03	6.213368847966194153e-03	7.395953871309757233e-04	2.349738497287034988e-05	4.784690681844949722e-03	1.257567107677459717e-02	1.101935096085071564e-02	5.979588255286216736e-03	3.435879247263073921e-03	5.302890203893184662e-04	7.018537726253271103e-03	1.100512593984603882e-02	8.611402474343776703e-03	6.002265494316816330e-03	2.705307852011173964e-04	1.513089518994092941e-03	0.000000000000000000e+00	1.636690087616443634e-02	1.621975679881870747e-04	2.429701853543519974e-03	5.320787895470857620e-03	0.000000000000000000e+00	8.462388068437576294e-04	1.400596578605473042e-03	1.170888077467679977e-02	4.018615931272506714e-03	6.577598862349987030e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.453491486608982086e-02	2.011667005717754364e-02	2.129596890881657600e-03	1.212107297033071518e-02	1.016564853489398956e-02	0.000000000000000000e+00	0.000000000000000000e+00	9.628280997276306152e-03	0.000000000000000000e+00	6.570059340447187424e-03	0.000000000000000000e+00	1.053010299801826477e-02	8.989917114377021790e-05
2.121876925230026245e-02	0.000000000000000000e+00	4.419198958203196526e-04	6.020956207066774368e-03	0.000000000000000000e+00	5.798707716166973114e-03	4.920626524835824966e-03	1.475677127018570900e-04	0.000000000000000000e+00	1.153366640210151672e-03	1.540229422971606255e-03	1.566054415889084339e-04	4.974447656422853470e-03	2.219457179307937622e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.260597538203001022e-02	7.534076925367116928e-03	6.246886681765317917e-03	2.213026396930217743e-02	4.758082330226898193e-03	4.317763377912342548e-04	4.568502772599458694e-03	0.000000000000000000e+00	1.041631796397268772e-03	1.025951094925403595e-02	2.576882578432559967e-02	0.000000000000000000e+00	1.195393688976764679e-02	2.155415422748774290e-04	0.000000000000000000e+00	6.109109148383140564e-03	9.414238855242729187e-03	3.799273399636149406e-04	0.000000000000000000e+00	2.941999351605772972e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.964451607316732407e-03	0.000000000000000000e+00	1.796002034097909927e-03	6.177602917887270451e-04	6.492354907095432281e-03	8.333782665431499481e-03	6.980695296078920364e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.841773279011249542e-02	7.719619199633598328e-03	0.000000000000000000e+00	1.044407300651073456e-02	9.465719573199748993e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.138769788667559624e-03	9.033452079165726900e-05	5.805921740829944611e-03	6.596588063985109329e-03	6.091305054724216461e-03	0.000000000000000000e+00
9.607831016182899475e-03	0.000000000000000000e+00	1.994410995393991470e-03	9.291966445744037628e-03	1.638365560211241245e-03	0.000000000000000000e+00	4.137977957725524902e-03	3.322731354273855686e-04	0.000000000000000000e+00	7.405434735119342804e-04	6.466900464147329330e-03	5.355888511985540390e-03	9.947765618562698364e-03	3.316624555736780167e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.221019938588142395e-03	1.091291382908821106e-02	6.341808009892702103e-03	1.177831925451755524e-02	1.758700981736183167e-02	1.984325703233480453e-03	2.936429344117641449e-03	3.483361797407269478e-05	5.369866266846656799e-05	6.794109474867582321e-03	3.660566406324505806e-03	2.079841308295726776e-02	7.694571977481245995e-04	9.240230545401573181e-03	2.265072893351316452e-03	4.731738474220037460e-03	6.333886645734310150e-03	1.257343310862779617e-02	2.719808137044310570e-03	0.000000000000000000e+00	2.480815164744853973e-03	0.000000000000000000e+00	4.650070797652006149e-03	0.000000000000000000e+00	7.902297074906527996e-04	9.837144985795021057e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.293359673582017422e-03	1.781519688665866852e-02	5.577619653195142746e-03	7.178760133683681488e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.629353128373622894e-02	1.317206956446170807e-02	0.000000000000000000e+00	1.164921186864376068e-02	4.991907160729169846e-03	0.000000000000000000e+00	0.000000000000000000e+00	8.393031544983386993e-03	5.419117223937064409e-05	4.988996777683496475e-03	2.235108986496925354e-04	4.905004519969224930e-03	0.000000000000000000e+00
9.976007975637912750e-03	0.000000000000000000e+00	1.616336638107895851e-03	1.276087202131748199e-02	4.439924377948045731e-03	0.000000000000000000e+00	4.471814259886741638e-03	0.000000000000000000e+00	3.383652656339108944e-04	1.213522627949714661e-03	9.545922279357910156e-03	3.056900110095739365e-03	1.599919237196445465e-02	4.498085007071495056e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.743099376559257507e-03	4.912458360195159912e-03	7.468312978744506836e-03	1.577234081923961639e-02	1.085608359426259995e-02	6.700485013425350189e-03	2.899734303355216980e-03	1.080085348803550005e-04	0.000000000000000000e+00	1.120719779282808304e-02	4.702436737716197968e-03	1.631326787173748016e-02	6.016252562403678894e-03	3.430704353377223015e-03	3.595998277887701988e-04	5.426385439932346344e-03	5.442624911665916443e-03	8.227921091020107269e-03	2.957135206088423729e-03	0.000000000000000000e+00	7.770651718601584435e-04	0.000000000000000000e+00	1.330082211643457413e-02	1.359301531920209527e-04	4.175230860710144043e-03	1.588660478591918945e-02	0.000000000000000000e+00	4.630724433809518814e-04	6.533003412187099457e-03	2.020382508635520935e-02	5.161324981600046158e-03	2.624007174745202065e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.729669794440269470e-02	1.801196485757827759e-02	4.034659650642424822e-04	1.678512804210186005e-02	2.565099159255623817e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.565400697290897369e-02	1.312343869358301163e-03	3.169662784785032272e-03	0.000000000000000000e+00	8.950942195951938629e-03	0.000000000000000000e+00
9.462909772992134094e-03	0.000000000000000000e+00	2.655914053320884705e-03	1.019565481692552567e-02	1.956698950380086899e-03	1.058219640981405973e-04	4.491783678531646729e-03	9.422627044841647148e-06	0.000000000000000000e+00	6.848524208180606365e-06	7.299771532416343689e-03	5.146603100001811981e-03	1.207079738378524780e-02	1.457728212699294090e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.014196641743183136e-03	1.013699173927307129e-02	6.322315894067287445e-03	1.327049825340509415e-02	1.765530183911323547e-02	7.456072489731013775e-04	3.509654197841882706e-03	9.578340104781091213e-04	2.753827720880508423e-04	7.871884852647781372e-03	3.004057100042700768e-03	2.114419825375080109e-02	3.200135892257094383e-03	7.909403182566165924e-03	6.599597400054335594e-04	5.736307241022586823e-03	7.705557625740766525e-03	1.309490762650966644e-02	2.727913670241832733e-03	0.000000000000000000e+00	1.403330825269222260e-03	0.000000000000000000e+00	4.338108468800783157e-03	1.579652598593384027e-05	1.435929152648895979e-04	1.131471991539001465e-02	0.000000000000000000e+00	1.707558549242094159e-04	3.696474246680736542e-03	1.986771821975708008e-02	6.007987074553966522e-03	5.599191412329673767e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.574220135807991028e-02	1.406533643603324890e-02	7.730108336545526981e-05	1.382479257881641388e-02	3.832621965557336807e-03	0.000000000000000000e+00	0.000000000000000000e+00	9.835766628384590149e-03	0.000000000000000000e+00	3.870141226798295975e-03	0.000000000000000000e+00	4.288193769752979279e-03	0.000000000000000000e+00
9.168362244963645935e-03	0.000000000000000000e+00	2.330195391550660133e-03	1.032152865082025528e-02	2.252792473882436752e-03	7.435199222527444363e-05	2.689565299078822136e-03	3.371785569470375776e-04	0.000000000000000000e+00	1.164902496384456754e-04	9.408281184732913971e-03	5.055709742009639740e-03	1.199306733906269073e-02	2.033682074397802353e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.350986866280436516e-03	1.004370674490928650e-02	7.832244969904422760e-03	1.544754393398761749e-02	1.672857813537120819e-02	8.485545404255390167e-04	3.020963165909051895e-03	1.524778199382126331e-03	1.168423332273960114e-04	1.033036597073078156e-02	1.903012278489768505e-03	2.340607717633247375e-02	2.258980646729469299e-03	7.322848774492740631e-03	8.542010909877717495e-04	5.411500111222267151e-03	5.786879919469356537e-03	1.383980829268693924e-02	1.653368934057652950e-03	0.000000000000000000e+00	2.176687121391296387e-03	0.000000000000000000e+00	3.075324930250644684e-03	0.000000000000000000e+00	3.636725014075636864e-04	1.177657395601272583e-02	0.000000000000000000e+00	2.101184509228914976e-05	4.486752208322286606e-03	2.106886915862560272e-02	5.746229086071252823e-03	4.249338060617446899e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.617235504090785980e-02	1.259512081742286682e-02	9.912324458127841353e-06	1.390433590859174728e-02	2.486358862370252609e-03	0.000000000000000000e+00	0.000000000000000000e+00	9.796308353543281555e-03	1.696452090982347727e-04	1.480310922488570213e-03	0.000000000000000000e+00	4.646742716431617737e-03	0.000000000000000000e+00
7.658172980882227421e-04	0.000000000000000000e+00	1.353532634675502777e-02	5.434401333332061768e-03	0.000000000000000000e+00	0.000000000000000000e+00	4.708826541900634766e-03	0.000000000000000000e+00	0.000000000000000000e+00	3.262221813201904297e-03	5.003647529520094395e-04	5.769996438175439835e-03	8.981126360595226288e-03	4.990679211914539337e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.664477754384279251e-03	1.394529175013303757e-02	2.545768860727548599e-03	3.575904294848442078e-03	8.879913948476314545e-03	1.129485853016376495e-02	7.436560466885566711e-03	3.608232596889138222e-03	1.976554514840245247e-03	2.867734059691429138e-03	1.440778747200965881e-02	1.412079203873872757e-03	2.027895243372768164e-04	8.326348033733665943e-04	3.105785232037305832e-03	1.191180851310491562e-02	1.424426864832639694e-02	8.418107405304908752e-03	5.948200356215238571e-03	0.000000000000000000e+00	6.561881862580776215e-03	0.000000000000000000e+00	1.249486487358808517e-02	0.000000000000000000e+00	2.228347817435860634e-03	4.104921594262123108e-03	0.000000000000000000e+00	2.472786232829093933e-03	0.000000000000000000e+00	7.740780711174011230e-03	4.211337305605411530e-03	9.539410471916198730e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.790479756891727448e-02	9.305069223046302795e-03	2.400217344984412193e-03	4.114977084100246429e-03	1.206434890627861023e-02	0.000000000000000000e+00	2.147085964679718018e-03	5.310307722538709641e-03	0.000000000000000000e+00	9.568602778017520905e-03	4.293945385143160820e-04	1.253611966967582703e-02	0.000000000000000000e+00
1.486445125192403793e-02	0.000000000000000000e+00	3.299349918961524963e-03	9.892640635371208191e-03	0.000000000000000000e+00	0.000000000000000000e+00	5.438334774225950241e-03	0.000000000000000000e+00	0.000000000000000000e+00	3.306259633973240852e-03	6.252384278923273087e-03	0.000000000000000000e+00	1.395941711962223053e-02	5.565883591771125793e-03	0.000000000000000000e+00	3.854000242426991463e-03	0.000000000000000000e+00	5.227086599916219711e-03	6.811116822063922882e-03	7.667923346161842346e-03	1.510680839419364929e-02	1.509605534374713898e-02	9.873693808913230896e-03	5.531611968763172626e-04	3.097954438999295235e-03	4.384845960885286331e-04	9.420935995876789093e-03	1.094279997050762177e-02	1.391260977834463120e-02	8.310633711516857147e-03	9.120222530327737331e-04	1.908450387418270111e-03	3.348467173054814339e-03	7.256113924086093903e-03	5.862628109753131866e-03	8.878529071807861328e-03	3.016034606844186783e-03	2.668629167601466179e-03	0.000000000000000000e+00	1.843026280403137207e-02	0.000000000000000000e+00	4.489098209887742996e-03	1.255941204726696014e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.844110374804586172e-05	8.229717612266540527e-03	9.644470177590847015e-03	4.274737089872360229e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.421956997364759445e-02	2.466685324907302856e-02	0.000000000000000000e+00	1.583909243345260620e-02	1.135893072932958603e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.126191206276416779e-02	0.000000000000000000e+00	4.372103605419397354e-03	0.000000000000000000e+00	1.511245034635066986e-02	0.000000000000000000e+00
9.898358024656772614e-03	0.000000000000000000e+00	7.048482075333595276e-06	9.577355347573757172e-03	4.241333343088626862e-03	0.000000000000000000e+00	6.912504322826862335e-04	1.724580506561324000e-04	0.000000000000000000e+00	1.755083678290247917e-03	1.665527373552322388e-02	6.818805122748017311e-04	1.231951825320720673e-02	6.652777083218097687e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.686752196401357651e-03	8.668419905006885529e-03	1.120882295072078705e-02	2.395257167518138885e-02	1.159871090203523636e-02	7.632825057953596115e-03	5.591463996097445488e-04	1.072924933396279812e-03	3.937038127332925797e-05	1.580238342285156250e-02	6.051874370314180851e-04	2.513664402067661285e-02	1.439488376490771770e-03	1.509451074525713921e-03	1.915972796268761158e-03	7.986141135916113853e-04	1.043339216266758740e-04	1.088114082813262939e-02	2.718642586842179298e-03	0.000000000000000000e+00	6.448193918913602829e-03	0.000000000000000000e+00	1.101219747215509415e-02	0.000000000000000000e+00	4.301908891648054123e-03	1.832036115229129791e-02	0.000000000000000000e+00	0.000000000000000000e+00	5.832205992192029953e-03	2.078310772776603699e-02	7.263366132974624634e-03	3.104408504441380501e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.709696464240550995e-02	1.460364647209644318e-02	0.000000000000000000e+00	1.545266993343830109e-02	1.329231890849769115e-04	0.000000000000000000e+00	0.000000000000000000e+00	1.408169884234666824e-02	5.874333903193473816e-03	4.220657283440232277e-04	0.000000000000000000e+00	1.045497599989175797e-02	0.000000000000000000e+00
